all	0	357573	50390601	0.0070960
all	1	59906	50390601	0.0011888
all	2	65904	50390601	0.0013079
all	3	72680	50390601	0.0014423
all	4	83600	50390601	0.0016590
all	5	95056	50390601	0.0018864
all	6	108860	50390601	0.0021603
all	7	123092	50390601	0.0024428
all	8	140336	50390601	0.0027850
all	9	158551	50390601	0.0031464
all	10	178559	50390601	0.0035435
all	11	200512	50390601	0.0039792
all	12	220159	50390601	0.0043690
all	13	244173	50390601	0.0048456
all	14	269437	50390601	0.0053470
all	15	294125	50390601	0.0058369
all	16	321070	50390601	0.0063716
all	17	347683	50390601	0.0068998
all	18	374467	50390601	0.0074313
all	19	398172	50390601	0.0079017
all	20	422426	50390601	0.0083830
all	21	450357	50390601	0.0089373
all	22	473812	50390601	0.0094028
all	23	497361	50390601	0.0098701
all	24	520525	50390601	0.0103298
all	25	540642	50390601	0.0107290
all	26	560842	50390601	0.0111299
all	27	580815	50390601	0.0115263
all	28	598564	50390601	0.0118785
all	29	613482	50390601	0.0121745
all	30	628998	50390601	0.0124824
all	31	643341	50390601	0.0127671
all	32	658908	50390601	0.0130760
all	33	671046	50390601	0.0133169
all	34	679788	50390601	0.0134904
all	35	689225	50390601	0.0136777
all	36	697121	50390601	0.0138343
all	37	701756	50390601	0.0139263
all	38	706509	50390601	0.0140207
all	39	713099	50390601	0.0141514
all	40	715001	50390601	0.0141892
all	41	717711	50390601	0.0142430
all	42	718971	50390601	0.0142680
all	43	716798	50390601	0.0142248
all	44	719699	50390601	0.0142824
all	45	720264	50390601	0.0142936
all	46	715833	50390601	0.0142057
all	47	715986	50390601	0.0142087
all	48	713995	50390601	0.0141692
all	49	711414	50390601	0.0141180
all	50	704036	50390601	0.0139716
all	51	701187	50390601	0.0139150
all	52	695551	50390601	0.0138032
all	53	692321	50390601	0.0137391
all	54	686747	50390601	0.0136285
all	55	680731	50390601	0.0135091
all	56	672605	50390601	0.0133478
all	57	665358	50390601	0.0132040
all	58	657176	50390601	0.0130416
all	59	650996	50390601	0.0129190
all	60	642207	50390601	0.0127446
all	61	635170	50390601	0.0126049
all	62	625626	50390601	0.0124155
all	63	618097	50390601	0.0122661
all	64	609338	50390601	0.0120923
all	65	596809	50390601	0.0118437
all	66	587228	50390601	0.0116535
all	67	576891	50390601	0.0114484
all	68	567231	50390601	0.0112567
all	69	557413	50390601	0.0110618
all	70	546843	50390601	0.0108521
all	71	534319	50390601	0.0106035
all	72	523056	50390601	0.0103800
all	73	509658	50390601	0.0101141
all	74	498959	50390601	0.0099018
all	75	486815	50390601	0.0096608
all	76	475303	50390601	0.0094324
all	77	462585	50390601	0.0091800
all	78	451405	50390601	0.0089581
all	79	439995	50390601	0.0087317
all	80	427361	50390601	0.0084810
all	81	415574	50390601	0.0082471
all	82	403996	50390601	0.0080173
all	83	392469	50390601	0.0077885
all	84	381798	50390601	0.0075768
all	85	368442	50390601	0.0073117
all	86	354880	50390601	0.0070426
all	87	341688	50390601	0.0067808
all	88	329426	50390601	0.0065374
all	89	318094	50390601	0.0063126
all	90	307343	50390601	0.0060992
all	91	296266	50390601	0.0058794
all	92	284707	50390601	0.0056500
all	93	272346	50390601	0.0054047
all	94	260408	50390601	0.0051678
all	95	251063	50390601	0.0049823
all	96	240123	50390601	0.0047652
all	97	229625	50390601	0.0045569
all	98	217545	50390601	0.0043172
all	99	207045	50390601	0.0041088
all	100	198174	50390601	0.0039328
all	101	188905	50390601	0.0037488
all	102	178606	50390601	0.0035444
all	103	170744	50390601	0.0033884
all	104	161969	50390601	0.0032143
