all	105	152485	50390601	0.0030261
all	106	144325	50390601	0.0028641
all	107	136472	50390601	0.0027083
all	108	128458	50390601	0.0025492
all	109	120862	50390601	0.0023985
all	110	112943	50390601	0.0022414
all	111	106036	50390601	0.0021043
all	112	99759	50390601	0.0019797
all	113	93507	50390601	0.0018556
all	114	86596	50390601	0.0017185
all	115	79943	50390601	0.0015865
all	116	73945	50390601	0.0014674
all	117	68587	50390601	0.0013611
all	118	63880	50390601	0.0012677
all	119	59033	50390601	0.0011715
all	120	54833	50390601	0.0010882
all	121	51298	50390601	0.0010180
all	122	46489	50390601	0.0009226
all	123	42506	50390601	0.0008435
all	124	38747	50390601	0.0007689
all	125	35254	50390601	0.0006996
all	126	32806	50390601	0.0006510
all	127	29830	50390601	0.0005920
all	128	26604	50390601	0.0005280
all	129	24045	50390601	0.0004772
all	130	21867	50390601	0.0004339
all	131	19814	50390601	0.0003932
all	132	18062	50390601	0.0003584
all	133	16371	50390601	0.0003249
all	134	14265	50390601	0.0002831
all	135	13150	50390601	0.0002610
all	136	11546	50390601	0.0002291
all	137	10250	50390601	0.0002034
all	138	8916	50390601	0.0001769
all	139	7938	50390601	0.0001575
all	140	7272	50390601	0.0001443
all	141	6583	50390601	0.0001306
all	142	5484	50390601	0.0001088
all	143	4765	50390601	0.0000946
all	144	4218	50390601	0.0000837
all	145	3632	50390601	0.0000721
all	146	3298	50390601	0.0000654
all	147	2974	50390601	0.0000590
all	148	2739	50390601	0.0000544
all	149	2323	50390601	0.0000461
all	150	1902	50390601	0.0000377
all	151	1634	50390601	0.0000324
all	152	1433	50390601	0.0000284
all	153	1249	50390601	0.0000248
all	154	1073	50390601	0.0000213
all	155	876	50390601	0.0000174
all	156	748	50390601	0.0000148
all	157	742	50390601	0.0000147
all	158	678	50390601	0.0000135
all	159	587	50390601	0.0000116
all	160	580	50390601	0.0000115
all	161	537	50390601	0.0000107
all	162	488	50390601	0.0000097
all	163	423	50390601	0.0000084
all	164	298	50390601	0.0000059
all	165	304	50390601	0.0000060
all	166	322	50390601	0.0000064
all	167	313	50390601	0.0000062
all	168	251	50390601	0.0000050
all	169	205	50390601	0.0000041
all	170	201	50390601	0.0000040
all	171	217	50390601	0.0000043
all	172	181	50390601	0.0000036
all	173	179	50390601	0.0000036
all	174	176	50390601	0.0000035
all	175	159	50390601	0.0000032
all	176	164	50390601	0.0000033
all	177	138	50390601	0.0000027
all	178	119	50390601	0.0000024
all	179	111	50390601	0.0000022
all	180	73	50390601	0.0000014
all	181	60	50390601	0.0000012
all	182	53	50390601	0.0000011
all	183	69	50390601	0.0000014
all	184	66	50390601	0.0000013
all	185	64	50390601	0.0000013
all	186	63	50390601	0.0000013
all	187	36	50390601	0.0000007
all	188	51	50390601	0.0000010
all	189	58	50390601	0.0000012
all	190	66	50390601	0.0000013
all	191	58	50390601	0.0000012
all	192	61	50390601	0.0000012
all	193	77	50390601	0.0000015
all	194	79	50390601	0.0000016
all	195	37	50390601	0.0000007
all	196	27	50390601	0.0000005
all	197	9	50390601	0.0000002
all	198	24	50390601	0.0000005
all	199	17	50390601	0.0000003
all	200	23	50390601	0.0000005
all	201	16	50390601	0.0000003
all	202	59	50390601	0.0000012
